t (s); x (mm); v (m/s); mdot (kg/s)
1.554531e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.555263e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.555995e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.556727e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.557460e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.558192e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.558924e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.559656e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.560388e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.561121e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.561853e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.562585e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.563317e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.564050e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.564782e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.565514e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.566246e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.566979e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.567711e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.568443e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.569175e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.569908e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.570640e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.571372e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.572104e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.572836e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.573569e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.574301e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.575033e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.575765e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.576498e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.577230e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.577962e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.578694e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.579427e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.580159e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.580891e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.581623e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.582355e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.583088e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.583820e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.584552e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.585284e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.586017e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.586749e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.587481e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.588213e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.588946e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.589678e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.590410e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.591142e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.591875e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.592607e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.593339e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.594071e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.594803e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.595536e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.596268e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.597000e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.597732e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.598465e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.599197e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.599929e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.600661e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.601394e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.602126e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.602858e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.603590e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.604322e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.605055e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.605787e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.606519e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.607251e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.607984e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.608716e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.609448e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.610180e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.610913e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.611645e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.612377e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.613109e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.613842e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.614574e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.615306e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.616038e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.616770e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.617503e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.618235e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.618967e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.619699e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.620432e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.621164e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.621896e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.622628e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.623361e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.624093e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.624825e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.625557e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.626289e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.627022e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.627754e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.628486e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.629218e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.629951e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.630683e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.631415e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.632147e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.632880e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.633612e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.634344e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.635076e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.635808e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.636541e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.637273e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.638005e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.638737e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.639470e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.640202e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.640934e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.641666e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.642399e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.643131e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.643863e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.644595e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.645328e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.646060e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.646792e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.647524e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.648256e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.648989e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.649721e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.650453e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.651185e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.651918e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.652650e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.653382e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.654114e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.654847e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.655579e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.656311e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.657043e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.657775e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.658508e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.659240e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.659972e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.660704e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.661437e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.662169e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.662901e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.663633e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.664366e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.665098e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.665830e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.666562e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.667295e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.668027e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.668759e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.669491e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.670223e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.670956e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.671688e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.672420e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.673152e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.673885e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.674617e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.675349e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.676081e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.676814e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.677546e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.678278e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.679010e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.679742e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.680475e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.681207e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.681939e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.682671e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.683404e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.684136e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.684868e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.685600e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.686333e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.687065e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.687797e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.688529e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.689261e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.689994e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.690726e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.691458e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.692190e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.692923e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.693655e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.694387e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.695119e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.695852e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.696584e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.697316e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.698048e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.698781e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.699513e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.700245e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.700977e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.701709e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.702442e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.703174e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.703906e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.704638e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.705371e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.706103e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.706835e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.707567e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.708300e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.709032e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.709764e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.710496e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.711228e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.711961e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.712693e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.713425e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.714157e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.714890e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.715622e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.716354e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.717086e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.717819e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.718551e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.719283e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.720015e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.720748e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.721480e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.722212e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.722944e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.723676e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.724409e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.725141e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.725873e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.726605e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.727338e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.728070e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.728802e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.729534e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.730267e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.730999e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.731731e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.732463e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.733195e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.733928e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.734660e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.735392e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.736124e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.736857e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.737589e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.738321e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.739053e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.739786e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.740518e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.741250e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.741982e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.742715e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.743447e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.744179e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.744911e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.745643e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.746376e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.747108e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.747840e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.748572e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.749305e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.750037e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.750769e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.751501e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.752234e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.752966e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.753698e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.754430e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.755162e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.755895e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.756627e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.757359e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.758091e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.758824e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.759556e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.760288e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.761020e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.761753e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.762485e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.763217e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.763949e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.764681e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.765414e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.766146e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.766878e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.767610e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.768343e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.769075e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.769807e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.770539e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.771272e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.772004e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.772736e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.773468e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.774201e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.774933e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.775665e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.776397e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.777129e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.777862e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.778594e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.779326e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.780058e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.780791e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.781523e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.782255e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.782987e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.783720e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.784452e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.785184e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.785916e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.786648e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.787381e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.788113e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.788845e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.789577e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.790310e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.791042e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.791774e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.792506e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.793239e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.793971e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.794703e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.795435e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.796168e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.796900e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.797632e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.798364e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.799096e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.799829e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.800561e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.801293e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.802025e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.802758e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.803490e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.804222e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.804954e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.805687e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.806419e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.807151e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.807883e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.808615e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.809348e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.810080e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.810812e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.811544e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.812277e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.813009e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.813741e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.814473e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.815206e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.815938e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.816670e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.817402e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.818135e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.818867e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.819599e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.820331e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.821063e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.821796e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.822528e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.823260e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.823992e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.824725e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.825457e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.826189e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.826921e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.827654e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.828386e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.829118e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.829850e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.830582e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.831315e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.832047e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.832779e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.833511e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.834244e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.834976e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.835708e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.836440e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.837173e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.837905e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.838637e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.839369e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.840101e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.840834e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.841566e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.842298e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.843030e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.843763e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.844495e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.845227e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
1.845959e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
